geography_type_norm,geography_id,county_name,geography_desc_full,total_units,speed_25_3,speed_100_20,speed_1000_100,pct_broadband_25mbps,pct_broadband_100mbps,county_fips,math_score_avg,reading_score_avg,total_students,n_districts,broadband_category
county,05139,Union County,"Union County, AR",23062,0.999956639,0.999956639,0.157878762,99.9956639,99.9956639,05139,-0.2353818638553494,-0.23524937406483604,73261.0,1.0,High-Speed
county,05141,Van Buren County,"Van Buren County, AR",11395,1.0,1.0,0.984642387,100.0,100.0,05141,-0.053472886033299104,-0.05367285274848681,21142.0,1.0,High-Speed
county,05143,Washington County,"Washington County, AR",124303,1.0,1.0,0.87101679,100.0,100.0,05143,-0.011976018018686802,-0.0120414161693123,369479.0,1.0,High-Speed
county,05145,White County,"White County, AR",39487,1.0,0.999974675,0.49370679,100.0,99.9974675,05145,-0.0367499440569229,-0.0368826941667344,124778.0,1.0,High-Speed
county,05147,Woodruff County,"Woodruff County, AR",4364,1.0,1.0,0.46035747,100.0,100.0,05147,-0.1844950830789558,-0.1837870144503488,9919.0,1.0,High-Speed
county,06001,Alameda County,"Alameda County, CA",709274,1.0,1.0,0.913799181,100.0,100.0,06001,-0.0134317442851209,-0.0132795076698697,1817055.0,1.0,High-Speed
county,06003,Alpine County,"Alpine County, CA",1546,1.0,1.0,0.254204398,100.0,100.0,06003,-0.1157010612851704,-0.1305151293570944,787.0,1.0,High-Speed
county,06005,Amador County,"Amador County, CA",22384,1.0,1.0,0.220604003,100.0,100.0,06005,-0.29586421609060015,-0.2952024467994392,31295.0,1.0,High-Speed
county,06007,Butte County,"Butte County, CA",105345,1.0,1.0,0.262300062,100.0,100.0,06007,-0.325938399269508,-0.3253467465606436,246118.0,1.0,High-Speed
county,06009,Calaveras County,"Calaveras County, CA",31983,1.0,1.0,0.115342526,100.0,100.0,06009,-0.2895985243062105,-0.2895126648415779,45329.0,1.0,High-Speed
county,06011,Colusa County,"Colusa County, CA",10357,1.0,1.0,0.400115864,100.0,100.0,06011,-0.5009053323024076,-0.4998599461033189,38666.0,1.0,High-Speed
county,06013,Contra Costa County,"Contra Costa County, CA",470191,1.0,1.0,0.856271175,100.0,100.0,06013,-0.0432204266946705,-0.0430942613106961,1422479.0,1.0,High-Speed
county,06019,Fresno County,"Fresno County, CA",388804,1.0,1.0,0.688511435,100.0,100.0,06019,-0.32201878008419693,-0.3214648444133726,1630560.0,1.0,High-Speed
county,06021,Glenn County,"Glenn County, CA",13499,1.0,1.0,0.142158678,100.0,100.0,06021,-0.5473528924989781,-0.5465687107422085,41741.0,1.0,High-Speed
county,06025,Imperial County,"Imperial County, CA",65858,1.0,1.0,0.048042759,100.0,100.0,06025,-0.4455422699967479,-0.444841023951181,300226.0,1.0,High-Speed
county,06029,Kern County,"Kern County, CA",345287,1.0,1.0,0.286912047,100.0,100.0,06029,-0.4805991374460987,-0.4797039596299736,1467171.0,1.0,High-Speed
county,06031,Kings County,"Kings County, CA",51582,1.0,1.0,0.519037649,100.0,100.0,06031,-0.3927753040253343,-0.391996196590629,231652.0,1.0,High-Speed
county,06033,Lake County,"Lake County, CA",37942,1.0,1.0,0.0,100.0,100.0,06033,-0.5728928072884146,-0.5721173753783096,71978.0,1.0,High-Speed
county,06037,Los Angeles County,"Los Angeles County, CA",4044799,1.0,0.999998517,0.395236698,100.0,99.9998517,06037,-0.2704698931181072,-0.2698347838933828,12406011.0,1.0,High-Speed
county,06039,Madera County,"Madera County, CA",59534,1.0,1.0,0.34158632,100.0,100.0,06039,-0.4868180487571188,-0.4861760095809383,254160.0,1.0,High-Speed
county,06041,Marin County,"Marin County, CA",129115,1.0,1.0,0.778321651,100.0,100.0,06041,0.3229347709888492,0.3223983301207158,261786.0,1.0,High-Speed
county,06045,Mendocino County,"Mendocino County, CA",50310,1.0,1.0,0.013078911,100.0,100.0,06045,-0.539345754473163,-0.5384409056476323,100575.0,1.0,High-Speed
county,06047,Merced County,"Merced County, CA",103451,1.0,1.0,0.493808663,100.0,100.0,06047,-0.4707510566815929,-0.469917607730134,468184.0,1.0,High-Speed
county,06049,Modoc County,"Modoc County, CA",5804,1.0,1.0,0.209166092,100.0,100.0,06049,-0.3972507880205932,-0.3964432555335043,8121.0,1.0,High-Speed
county,06051,Mono County,"Mono County, CA",12159,1.0,1.0,0.150341311,100.0,100.0,06051,-0.2471803217706862,-0.2467029487401634,12943.0,1.0,High-Speed
county,06053,Monterey County,"Monterey County, CA",165174,1.0,0.999993946,0.509232688,100.0,99.9993946,06053,-0.5277175914029488,-0.5269252802601778,645772.0,1.0,High-Speed
county,06055,Napa County,"Napa County, CA",62627,1.0,1.0,0.416928801,100.0,100.0,06055,-0.2561258009607545,-0.2557209109860291,167316.0,1.0,High-Speed
county,06059,Orange County,"Orange County, CA",1304280,1.0,1.0,0.507182507,100.0,100.0,06059,0.0442882534967478,0.0442780256274737,4014799.0,1.0,High-Speed
county,06061,Placer County,"Placer County, CA",203124,1.0,1.0,0.531084461,100.0,100.0,06061,0.1646770750146887,0.1645223103310199,533597.0,1.0,High-Speed
county,06063,Plumas County,"Plumas County, CA",16478,1.0,1.0,0.307986406,100.0,100.0,06063,-0.2017956457776671,-0.2015738883099831,15484.0,1.0,High-Speed
county,06065,Riverside County,"Riverside County, CA",975335,1.0,0.999998975,0.515248607,100.0,99.9998975,06065,-0.2868619216563386,-0.2863521220403543,3546930.0,1.0,High-Speed
county,06067,Sacramento County,"Sacramento County, CA",656006,1.0,1.0,0.840169145,100.0,100.0,06067,-0.2410937567670165,-0.24080689609051,1990495.0,1.0,High-Speed
county,06069,San Benito County,"San Benito County, CA",24166,1.0,1.0,0.216792187,100.0,100.0,06069,-0.3119969565738804,-0.3110550501191958,88111.0,1.0,High-Speed
county,06071,San Bernardino County,"San Bernardino County, CA",835869,1.0,1.0,0.50004606,100.0,100.0,06071,-0.3662467823329132,-0.3656751886428303,3344563.0,1.0,High-Speed
county,06073,San Diego County,"San Diego County, CA",1385101,1.0,0.999987005,0.645608515,100.0,99.9987005,06073,-0.0424110188713306,-0.0421538153573125,3988020.0,1.0,High-Speed
county,06075,San Francisco County,"San Francisco County, CA",466847,1.0,1.0,0.595884733,100.0,100.0,06075,-0.0546426758380637,-0.0545280879133804,422808.0,1.0,High-Speed
county,06077,San Joaquin County,"San Joaquin County, CA",287097,1.0,1.0,0.775500963,100.0,100.0,06077,-0.4367183499988866,-0.4360851393621351,1175987.0,1.0,High-Speed
county,06079,San Luis Obispo County,"San Luis Obispo County, CA",141656,1.0,1.0,0.285628565,100.0,100.0,06079,-0.043597947755883,-0.0434528557193979,277673.0,1.0,High-Speed
county,06081,San Mateo County,"San Mateo County, CA",312062,1.0,1.0,0.874797316,100.0,100.0,06081,0.1004172739699557,0.1005177373438474,764941.0,1.0,High-Speed
county,06083,Santa Barbara County,"Santa Barbara County, CA",182222,1.0,1.0,0.704969762,100.0,100.0,06083,-0.3026766640083381,-0.3022750038666883,548548.0,1.0,High-Speed
county,06085,Santa Clara County,"Santa Clara County, CA",771339,1.0,1.0,0.80336402,100.0,100.0,06085,0.2008961089073322,0.2007476292033933,2239235.0,1.0,High-Speed
county,06087,Santa Cruz County,"Santa Cruz County, CA",118725,1.0,1.0,0.368237524,100.0,100.0,06087,-0.2611320786749352,-0.2609324908179535,307322.0,1.0,High-Speed
county,06089,Shasta County,"Shasta County, CA",92153,1.0,0.999989148,0.045706597,100.0,99.99891480000001,06089,-0.1908099330940885,-0.1905486003535313,212024.0,1.0,High-Speed
county,06091,Sierra County,"Sierra County, CA",2503,1.0,1.0,0.277267279,100.0,100.0,06091,-0.230731518843609,-0.2304261574469077,2893.0,1.0,High-Speed
county,06093,Siskiyou County,"Siskiyou County, CA",28019,1.0,1.0,0.421142796,100.0,100.0,06093,-0.304211366575722,-0.3038768607598785,51151.0,1.0,High-Speed
county,06095,Solano County,"Solano County, CA",181216,1.0,1.0,0.857667093,100.0,100.0,06095,-0.3024654902796323,-0.3020400365642804,531489.0,1.0,High-Speed
county,06097,Sonoma County,"Sonoma County, CA",236096,1.0,0.999974587,0.49066905,100.0,99.9974587,06097,-0.1709528807315898,-0.170681843106263,549555.0,1.0,High-Speed
county,06099,Stanislaus County,"Stanislaus County, CA",206869,1.0,1.0,0.632651581,100.0,100.0,06099,-0.3942864514215189,-0.393743467866643,885626.0,1.0,High-Speed
county,06101,Sutter County,"Sutter County, CA",39513,1.0,1.0,0.633082783,100.0,100.0,06101,-0.279185935890771,-0.2788328945210027,159952.0,1.0,High-Speed
county,06103,Tehama County,"Tehama County, CA",31031,1.0,1.0,0.003867101,100.0,100.0,06103,-0.3090562140406068,-0.3087250739471548,90510.0,1.0,High-Speed
county,06105,Trinity County,"Trinity County, CA",9168,1.0,1.0,0.0,100.0,100.0,06105,-0.1498445864808361,-0.1505246223137652,12113.0,1.0,High-Speed
county,06107,Tulare County,"Tulare County, CA",171616,1.0,1.0,0.578681475,100.0,100.0,06107,-0.4876734329512691,-0.4868874073742762,845765.0,1.0,High-Speed
county,06111,Ventura County,"Ventura County, CA",330032,1.0,1.0,0.40778773,100.0,100.0,06111,-0.2102261207734085,-0.2100120532614317,1146581.0,1.0,High-Speed
county,06113,Yolo County,"Yolo County, CA",93635,1.0,1.0,0.557131415,100.0,100.0,06113,-0.19236716048659197,-0.1920965507711859,247005.0,1.0,High-Speed
county,06115,Yuba County,"Yuba County, CA",33777,1.0,1.0,0.417739882,100.0,100.0,06115,-0.3712822845998832,-0.3705820944079813,116261.0,1.0,High-Speed
county,08001,Adams County,"Adams County, CO",218484,1.0,1.0,0.821167683,100.0,100.0,08001,-0.1473361574548966,-0.1479773171141414,469477.0,1.0,High-Speed
county,08003,Alamosa County,"Alamosa County, CO",8969,1.0,1.0,0.473185416,100.0,100.0,08003,-0.0239689921776625,-0.025621309061002705,13461.0,1.0,High-Speed
county,08005,Arapahoe County,"Arapahoe County, CO",299135,1.0,0.999993314,0.744917846,100.0,99.9993314,08005,0.1637110008569297,0.1618032847217733,490452.0,1.0,High-Speed
county,08009,Baca County,"Baca County, CO",3272,1.0,1.0,0.413814181,100.0,100.0,08009,0.1205326257831522,0.1075501992287606,2111.0,1.0,High-Speed
county,08011,Bent County,"Bent County, CO",2747,1.0,1.0,0.452493629,100.0,100.0,08011,0.1513166199116989,0.1504408280624332,3326.0,1.0,High-Speed
county,08013,Boulder County,"Boulder County, CO",159719,1.0,0.999993739,0.913836175,100.0,99.9993739,08013,0.4636112574597137,0.4613325745700653,148001.0,1.0,High-Speed
county,08014,Broomfield County,"Broomfield County, CO",37761,1.0,1.0,0.706972803,100.0,100.0,08014,0.4359644789759175,0.434599763215708,52589.0,1.0,High-Speed
county,08017,Cheyenne County,"Cheyenne County, CO",1444,1.0,1.0,0.184210526,100.0,100.0,08017,0.1440629193961326,0.14772592771162726,954.0,1.0,High-Speed
county,08021,Conejos County,"Conejos County, CO",5134,1.0,1.0,0.664978574,100.0,100.0,08021,0.1256105221508791,0.1251463387208081,8105.0,1.0,High-Speed
county,08023,Costilla County,"Costilla County, CO",3237,1.0,1.0,0.673154155,100.0,100.0,08023,-0.3909897139216564,-0.3978818290487577,2235.0,1.0,High-Speed
county,08025,Crowley County,"Crowley County, CO",2005,1.0,1.0,0.302244389,100.0,100.0,08025,0.0006728157318189,-0.0131630781328694,2216.0,1.0,High-Speed
county,08027,Custer County,"Custer County, CO",5289,1.0,1.0,0.024957459,100.0,100.0,08027,0.24252389556159698,0.2279916872954657,1860.0,1.0,High-Speed
county,08029,Delta County,"Delta County, CO",16876,1.0,1.0,0.95484712,100.0,100.0,08029,0.1551264126751581,0.151726328996066,21442.0,1.0,High-Speed
county,08031,Denver County,"Denver County, CO",394753,1.0,1.0,0.898490955,100.0,100.0,08031,-0.1386091872062092,-0.1369110363153512,456065.0,1.0,High-Speed
county,08033,Dolores County,"Dolores County, CO",1993,1.0,1.0,0.504766683,100.0,100.0,08033,-0.1018413537110605,-0.1595641754321819,639.0,1.0,High-Speed
county,08035,Douglas County,"Douglas County, CO",158322,1.0,1.0,0.804234408,100.0,100.0,08035,0.4807653158709916,0.4815359920536521,190354.0,1.0,High-Speed
county,08037,Eagle County,"Eagle County, CO",37058,1.0,1.0,0.307517945,100.0,100.0,08037,0.1394898898866553,0.1344779612525598,44964.0,1.0,High-Speed
county,08039,Elbert County,"Elbert County, CO",12117,1.0,1.0,0.908475695,100.0,100.0,08039,0.1694614766206936,0.1682476162817001,11034.0,1.0,High-Speed
county,08041,El Paso County,"El Paso County, CO",343769,1.0,1.0,0.961273413,100.0,100.0,08041,0.2497459404351908,0.2478446590957012,445155.0,1.0,High-Speed
county,08043,Fremont County,"Fremont County, CO",22982,1.0,1.0,0.211252284,100.0,100.0,08043,0.0301798980154834,0.0285804091469543,28559.0,1.0,High-Speed
county,08045,Garfield County,"Garfield County, CO",30740,1.0,1.0,0.739459987,100.0,100.0,08045,-0.0356697378741747,-0.0348634000719053,39397.0,1.0,High-Speed
county,08049,Grand County,"Grand County, CO",20401,1.0,0.999950983,0.092054311,100.0,99.9950983,08049,0.2551770977355617,0.2513095888668214,9044.0,1.0,High-Speed
county,08051,Gunnison County,"Gunnison County, CO",14658,1.0,1.0,0.187542639,100.0,100.0,08051,0.24460662633888242,0.235590653656229,9393.0,1.0,High-Speed
county,08055,Huerfano County,"Huerfano County, CO",6637,1.0,1.0,0.460750339,100.0,100.0,08055,-0.1525105130361971,-0.140236725776607,2388.0,1.0,High-Speed
county,08057,Jackson County,"Jackson County, CO",1460,1.0,1.0,0.370547945,100.0,100.0,08057,0.0913788267015577,0.0801578176633415,704.0,1.0,High-Speed
county,08059,Jefferson County,"Jefferson County, CO",267822,1.0,0.999992532,0.808096422,100.0,99.9992532,08059,0.3397752871769422,0.33678406914620085,428115.0,1.0,High-Speed
county,08061,Kiowa County,"Kiowa County, CO",1067,1.0,1.0,0.666354264,100.0,100.0,08061,0.3489058492067142,0.3606561062273182,1066.0,1.0,High-Speed
county,08063,Kit Carson County,"Kit Carson County, CO",4727,1.0,1.0,0.6985403,100.0,100.0,08063,-0.0445491450087755,-0.0448501307511093,3652.0,1.0,High-Speed
county,08065,Lake County,"Lake County, CO",4985,1.0,1.0,0.492076229,100.0,100.0,08065,-0.4982045694060849,-0.4995474386869333,5324.0,1.0,High-Speed
county,08069,Larimer County,"Larimer County, CO",183388,1.0,0.999983641,0.800930268,100.0,99.9983641,08069,0.4015142447153097,0.399360687381621,220986.0,1.0,High-Speed
county,08071,Las Animas County,"Las Animas County, CO",9852,1.0,1.0,0.218940317,100.0,100.0,08071,-0.0806417960034607,-0.0823485399193856,9906.0,1.0,High-Speed
county,08073,Lincoln County,"Lincoln County, CO",3507,1.0,1.0,0.983461648,100.0,100.0,08073,0.2140744411057346,0.204826411226271,3604.0,1.0,High-Speed
county,08075,Logan County,"Logan County, CO",10808,1.0,1.0,0.374167283,100.0,100.0,08075,0.1794514390838712,0.1905842450086199,7750.0,1.0,High-Speed
county,08077,Mesa County,"Mesa County, CO",78991,1.0,1.0,0.433302528,100.0,100.0,08077,0.0623328291033627,0.0599064149334818,86149.0,1.0,High-Speed
county,08079,Mineral County,"Mineral County, CO",1474,1.0,1.0,0.924016282,100.0,100.0,08079,0.1709126601459773,0.15877522823922843,404.0,1.0,High-Speed
county,08081,Moffat County,"Moffat County, CO",7856,1.0,1.0,0.612398167,100.0,100.0,08081,-0.14152352934814,-0.1429269120776591,9536.0,1.0,High-Speed
county,08083,Montezuma County,"Montezuma County, CO",14889,1.0,1.0,0.282154611,100.0,100.0,08083,-0.16775648758027448,-0.1681160998747291,12825.0,1.0,High-Speed
county,08085,Montrose County,"Montrose County, CO",23344,1.0,1.0,0.905843043,100.0,100.0,08085,0.015432843982755897,0.0124559379743443,29982.0,1.0,High-Speed
county,08087,Morgan County,"Morgan County, CO",13973,1.0,1.0,0.76497531,100.0,100.0,08087,-0.0754879697101104,-0.0781878552854197,27541.0,1.0,High-Speed
county,08089,Otero County,"Otero County, CO",10106,1.0,1.0,0.138828419,100.0,100.0,08089,-0.1223422871438441,-0.12498256436265479,17536.0,1.0,High-Speed
county,08091,Ouray County,"Ouray County, CO",4120,1.0,1.0,0.731553398,100.0,100.0,08091,0.563855117055661,0.5502748784032879,2533.0,1.0,High-Speed
county,08095,Phillips County,"Phillips County, CO",2823,1.0,1.0,0.714488133,100.0,100.0,08095,0.0560651609329165,0.0822725662176579,2864.0,1.0,High-Speed
county,08097,Pitkin County,"Pitkin County, CO",15676,1.0,1.0,0.186080633,100.0,100.0,08097,0.4521701202284059,0.4465811044645462,6870.0,1.0,High-Speed
county,08099,Prowers County,"Prowers County, CO",6764,1.0,1.0,0.15035482,100.0,100.0,08099,-0.0286686675957724,-0.0295324580649139,9206.0,1.0,High-Speed
county,08101,Pueblo County,"Pueblo County, CO",82029,1.0,1.0,0.62009777,100.0,100.0,08101,-0.0347951834270648,-0.0366092147105365,141554.0,1.0,High-Speed
county,08103,Rio Blanco County,"Rio Blanco County, CO",3907,1.0,1.0,0.0,100.0,100.0,08103,0.1582481241088829,0.154755122568386,5604.0,1.0,High-Speed
county,08105,Rio Grande County,"Rio Grande County, CO",8089,1.0,1.0,0.785758437,100.0,100.0,08105,-0.1871851871067179,-0.1913227363649282,9428.0,1.0,High-Speed
county,08109,Saguache County,"Saguache County, CO",5008,1.0,1.0,0.307108626,100.0,100.0,08109,-0.2451446960834625,-0.2459725085233057,4110.0,1.0,High-Speed
county,08111,San Juan County,"San Juan County, CO",985,1.0,1.0,0.840609137,100.0,100.0,08111,0.1982720003735557,0.1349695734510526,231.0,1.0,High-Speed
county,08115,Sedgwick County,"Sedgwick County, CO",2623,1.0,1.0,0.685474647,100.0,100.0,08115,0.1004004008341365,0.1711084960805752,939.0,1.0,High-Speed
county,08117,Summit County,"Summit County, CO",35433,1.0,1.0,0.331357774,100.0,100.0,08117,0.37108364911881325,0.3190322854235448,12225.0,1.0,High-Speed
county,08119,Teller County,"Teller County, CO",15650,1.0,1.0,0.278466454,100.0,100.0,08119,0.2024093650140351,0.1983125628811871,11596.0,1.0,High-Speed
county,08121,Washington County,"Washington County, CO",3332,1.0,1.0,0.321128451,100.0,100.0,08121,0.0678460281406737,0.0667764143942071,3064.0,1.0,High-Speed
county,08123,Weld County,"Weld County, CO",146320,1.0,1.0,0.730030071,100.0,100.0,08123,0.0200114617868835,0.0191104136280684,271960.0,1.0,High-Speed
county,08125,Yuma County,"Yuma County, CO",5850,1.0,1.0,0.647863248,100.0,100.0,08125,0.0453999657774195,0.0480419002476561,6238.0,1.0,High-Speed
county,09001,Fairfield County,"Fairfield County, CT",417346,1.0,1.0,0.836629559,100.0,100.0,09001,0.2836128154067382,0.2830840531699191,1318782.0,1.0,High-Speed
county,09003,Hartford County,"Hartford County, CT",422942,1.0,1.0,0.935541989,100.0,100.0,09003,0.0896799762968899,0.0894047533057747,1238380.0,1.0,High-Speed
county,09005,Litchfield County,"Litchfield County, CT",98560,1.0,1.0,0.750974026,100.0,100.0,09005,0.2023694156953512,0.2018880646614362,216488.0,1.0,High-Speed
county,09007,Middlesex County,"Middlesex County, CT",86473,1.0,1.0,0.915649972,100.0,100.0,09007,0.33768623124227237,0.3370063300817863,201506.0,1.0,High-Speed
county,09009,New Haven County,"New Haven County, CT",408226,1.0,1.0,0.861919623,100.0,100.0,09009,-0.0030720488241954,-0.0032168534673701,1124807.0,1.0,High-Speed
county,09011,New London County,"New London County, CT",136764,1.0,1.0,0.804385657,100.0,100.0,09011,0.1494477954682436,0.1490755601379057,340856.0,1.0,High-Speed
county,09013,Tolland County,"Tolland County, CT",65851,1.0,1.0,0.801400131,100.0,100.0,09013,0.3836094292480228,0.3828570282096963,184535.0,1.0,High-Speed
county,09015,Windham County,"Windham County, CT",55721,1.0,1.0,0.784982323,100.0,100.0,09015,-0.0185986344374779,-0.0187649260681711,150152.0,1.0,High-Speed
county,10001,Kent County,"Kent County, DE",90285,1.0,1.0,0.588325857,100.0,100.0,10001,0.0674124725507462,0.0672131122811131,279679.0,1.0,High-Speed
county,10003,New Castle County,"New Castle County, DE",259378,1.0,1.0,0.748644835,100.0,100.0,10003,-0.0510789428940537,-0.0511256813247415,745994.0,1.0,High-Speed
county,10005,Sussex County,"Sussex County, DE",184122,1.0,0.999978275,0.261201812,100.0,99.9978275,10005,0.10664467669669,0.1064379903046501,276623.0,1.0,High-Speed
county,11001,District of Columbia,"District of Columbia, DC",385723,1.0,1.0,0.722129611,100.0,100.0,11001,-0.4036690143174863,-0.4036687216618627,523942.0,1.0,High-Speed
